timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,GA,Catoosa,13047,24936,9349,0,100.0,100.00
2024-11-05T15-30-22,GA,Chattooga,13055,7998,2524,0,100.0,100.00
2024-11-05T15-30-22,GA,Cobb,13067,42205,39976,0,100.0,100.00
2024-11-05T15-30-22,GA,Dade,13083,6262,1712,0,100.0,100.00
2024-11-05T15-30-22,GA,Floyd,13115,29056,14685,0,100.0,100.00
2024-11-05T15-30-22,GA,Murray,13213,13882,3153,0,100.0,100.00
2024-11-05T15-30-22,GA,Paulding,13223,55489,37860,0,100.0,100.00
2024-11-05T15-30-22,GA,Polk,13233,14494,4297,0,100.0,100.00
2024-11-05T15-30-22,GA,Walker,13295,23417,8029,0,100.0,100.00
2024-11-05T15-30-22,GA,Whitfield,13313,25707,13174,0,100.0,100.00
