timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,AL,Calhoun,01015,37429,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Chambers,01017,9695,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Cherokee,01019,11435,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Clay,01027,5830,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Cleburne,01029,6979,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Etowah,01055,36720,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Lee,01081,51769,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Randolph,01111,9192,0,0,100.0,100.00
2024-11-05T15-30-22,AL,St. Clair,01115,36641,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Talladega,01121,22759,0,0,100.0,100.00
2024-11-05T15-30-22,AL,Tallapoosa,01123,15399,0,0,100.0,100.00
