timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,AL,Autauga,01001,20484,7439,267,100.00,100.00
2024-11-05T15-30-22,AL,Baldwin,01003,95798,24934,1076,100.00,100.00
2024-11-05T15-30-22,AL,Barbour,01005,5606,4158,68,100.00,100.00
2024-11-05T15-30-22,AL,Bibb,01007,7572,1619,50,100.00,100.00
2024-11-05T15-30-22,AL,Blount,01009,25354,2576,185,100.00,100.00
2024-11-05T15-30-22,AL,Bullock,01011,1101,2983,22,100.00,100.00
2024-11-05T15-30-22,AL,Butler,01013,5172,3251,44,100.00,100.00
2024-11-05T15-30-22,AL,Calhoun,01015,34912,13194,424,100.00,100.00
2024-11-05T15-30-22,AL,Chambers,01017,8711,5405,105,100.00,100.00
2024-11-05T15-30-22,AL,Cherokee,01019,11358,1553,73,100.00,100.00
2024-11-05T15-30-22,AL,Chilton,01021,16920,2698,110,100.00,100.00
2024-11-05T15-30-22,AL,Choctaw,01023,4103,2515,28,100.00,100.00
2024-11-05T15-30-22,AL,Clarke,01025,6965,4927,54,100.00,100.00
2024-11-05T15-30-22,AL,Clay,01027,5734,993,30,100.00,100.00
2024-11-05T15-30-22,AL,Cleburne,01029,6988,605,44,100.00,100.00
2024-11-05T15-30-22,AL,Coffee,01031,17495,4601,174,100.00,100.00
2024-11-05T15-30-22,AL,Colbert,01033,19714,7137,235,100.00,100.00
2024-11-05T15-30-22,AL,Conecuh,01035,3423,2580,40,100.00,100.00
2024-11-05T15-30-22,AL,Coosa,01037,3758,1478,28,100.00,100.00
2024-11-05T15-30-22,AL,Covington,01039,14677,2314,81,100.00,100.00
2024-11-05T15-30-22,AL,Crenshaw,01041,5000,1457,23,100.00,100.00
2024-11-05T15-30-22,AL,Cullman,01043,38704,4039,309,100.00,100.00
2024-11-05T15-30-22,AL,Dale,01045,14476,4484,143,100.00,100.00
2024-11-05T15-30-22,AL,Dallas,01047,5190,10236,102,100.00,100.00
2024-11-05T15-30-22,AL,DeKalb,01049,25633,3758,192,100.00,100.00
2024-11-05T15-30-22,AL,Elmore,01051,31374,9774,343,100.00,100.00
2024-11-05T15-30-22,AL,Escambia,01053,10884,3964,81,100.00,100.00
2024-11-05T15-30-22,AL,Etowah,01055,35653,10027,343,100.00,100.00
2024-11-05T15-30-22,AL,Fayette,01057,7158,1142,56,100.00,100.00
2024-11-05T15-30-22,AL,Franklin,01059,10417,1568,92,100.00,100.00
2024-11-05T15-30-22,AL,Geneva,01061,10929,1391,70,100.00,100.00
2024-11-05T15-30-22,AL,Greene,01063,885,3133,17,100.00,100.00
2024-11-05T15-30-22,AL,Hale,01065,3369,3868,53,100.00,100.00
2024-11-05T15-30-22,AL,Henry,01067,6989,2263,49,100.00,100.00
2024-11-05T15-30-22,AL,Houston,01069,32469,11352,374,100.00,100.00
2024-11-05T15-30-22,AL,Jackson,01071,20073,3276,160,100.00,100.00
2024-11-05T15-30-22,AL,Jefferson,01073,131123,162112,3506,100.00,100.00
2024-11-05T15-30-22,AL,Lamar,01075,6033,806,36,100.00,100.00
2024-11-05T15-30-22,AL,Lauderdale,01077,32708,10326,420,100.00,100.00
2024-11-05T15-30-22,AL,Lawrence,01079,13024,2983,108,100.00,100.00
2024-11-05T15-30-22,AL,Lee,01081,46020,25798,877,100.00,100.00
2024-11-05T15-30-22,AL,Limestone,01083,37887,14581,628,100.00,100.00
2024-11-05T15-30-22,AL,Lowndes,01085,1758,3867,27,100.00,100.00
2024-11-05T15-30-22,AL,Macon,01087,1682,6084,54,100.00,100.00
2024-11-05T15-30-22,AL,Madison,01089,105430,87824,3101,100.00,100.00
2024-11-05T15-30-22,AL,Marengo,01091,4995,4631,47,100.00,100.00
2024-11-05T15-30-22,AL,Marion,01093,12245,1197,81,100.00,100.00
2024-11-05T15-30-22,AL,Marshall,01095,34434,5553,290,100.00,100.00
2024-11-05T15-30-22,AL,Mobile,01097,100759,72055,1731,100.00,100.00
2024-11-05T15-30-22,AL,Monroe,01099,6007,3740,52,100.00,100.00
2024-11-05T15-30-22,AL,Montgomery,01101,30477,57946,952,100.00,100.00
2024-11-05T15-30-22,AL,Morgan,01103,40449,12392,528,100.00,100.00
2024-11-05T15-30-22,AL,Perry,01105,1269,3174,14,100.00,100.00
2024-11-05T15-30-22,AL,Pickens,01107,5465,3388,45,100.00,100.00
2024-11-05T15-30-22,AL,Pike,01109,8224,4899,91,100.00,100.00
2024-11-05T15-30-22,AL,Randolph,01111,9102,1920,53,100.00,100.00
2024-11-05T15-30-22,AL,Russell,01113,10078,10422,179,100.00,100.00
2024-11-05T15-30-22,AL,St. Clair,01115,35501,7640,299,100.00,100.00
2024-11-05T15-30-22,AL,Shelby,01117,79666,33087,1290,100.00,100.00
2024-11-05T15-30-22,AL,Sumter,01119,1542,3725,30,100.00,100.00
2024-11-05T15-30-22,AL,Talladega,01121,22100,10898,177,100.00,100.00
2024-11-05T15-30-22,AL,Tallapoosa,01123,14884,4975,121,100.00,100.00
2024-11-05T15-30-22,AL,Tuscaloosa,01125,50724,33399,756,100.00,100.00
2024-11-05T15-30-22,AL,Walker,01127,25464,4102,181,100.00,100.00
2024-11-05T15-30-22,AL,Washington,01129,6534,1863,33,100.00,100.00
2024-11-05T15-30-22,AL,Wilcox,01131,1793,3449,18,100.00,100.00
2024-11-05T15-30-22,AL,Winston,01133,10191,884,54,100.00,100.00
