timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,OH,Adams,39001,9923,2072,0,100.0,100.00
2024-11-05T15-30-22,OH,Brown,39015,16788,3935,0,100.0,100.00
2024-11-05T15-30-22,OH,Clermont,39025,76326,34149,0,100.0,100.00
2024-11-05T15-30-22,OH,Clinton,39027,15548,4395,0,100.0,100.00
2024-11-05T15-30-22,OH,Fayette,39047,656,101,0,100.0,100.00
2024-11-05T15-30-22,OH,Gallia,39053,9839,2581,0,100.0,100.00
2024-11-05T15-30-22,OH,Highland,39071,15692,3608,0,100.0,100.00
2024-11-05T15-30-22,OH,Hocking,39073,9071,3711,0,100.0,100.00
2024-11-05T15-30-22,OH,Jackson,39079,10702,2994,0,100.0,100.00
2024-11-05T15-30-22,OH,Lawrence,39087,19139,6896,0,100.0,100.00
2024-11-05T15-30-22,OH,Meigs,39105,7566,2262,0,100.0,100.00
2024-11-05T15-30-22,OH,Pickaway,39129,20874,7297,0,100.0,100.00
2024-11-05T15-30-22,OH,Pike,39131,8620,2986,0,100.0,100.00
2024-11-05T15-30-22,OH,Ross,39141,21890,9869,0,100.0,100.00
2024-11-05T15-30-22,OH,Scioto,39145,21414,8314,0,100.0,100.00
2024-11-05T15-30-22,OH,Vinton,39163,4163,1231,0,100.0,100.00
