timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,LA,Acadia,22001,21783,4695,242,100.00,100.00
2024-11-05T15-30-22,LA,Allen,22003,7003,1661,87,100.00,100.00
2024-11-05T15-30-22,LA,Ascension,22005,41319,20113,1041,100.00,100.00
2024-11-05T15-30-22,LA,Assumption,22007,6963,3273,131,100.00,100.00
2024-11-05T15-30-22,LA,Avoyelles,22009,11379,4460,198,100.00,100.00
2024-11-05T15-30-22,LA,Beauregard,22011,13504,2192,178,100.00,100.00
2024-11-05T15-30-22,LA,Bienville,22013,3660,2531,65,100.00,100.00
2024-11-05T15-30-22,LA,Bossier,22015,37105,14467,660,100.00,100.00
2024-11-05T15-30-22,LA,Caddo,22017,44471,48864,1364,100.00,100.00
2024-11-05T15-30-22,LA,Calcasieu,22019,56064,23918,1219,100.00,100.00
2024-11-05T15-30-22,LA,Caldwell,22021,3724,580,30,100.00,100.00
2024-11-05T15-30-22,LA,Cameron,22023,3120,219,23,100.00,100.00
2024-11-05T15-30-22,LA,Catahoula,22025,3258,1060,30,100.00,100.00
2024-11-05T15-30-22,LA,Claiborne,22027,3522,2239,55,100.00,100.00
2024-11-05T15-30-22,LA,Concordia,22029,4974,2698,83,100.00,100.00
2024-11-05T15-30-22,LA,DeSoto,22031,9359,4426,128,100.00,100.00
2024-11-05T15-30-22,LA,East Baton Rouge,22033,82720,103820,4103,100.00,100.00
2024-11-05T15-30-22,LA,East Carroll,22035,931,1338,37,100.00,100.00
2024-11-05T15-30-22,LA,East Feliciana,22037,6020,3809,118,100.00,100.00
2024-11-05T15-30-22,LA,Evangeline,22039,10483,3526,167,100.00,100.00
2024-11-05T15-30-22,LA,Franklin,22041,6524,2196,78,100.00,100.00
2024-11-05T15-30-22,LA,Grant,22043,7925,996,97,100.00,100.00
2024-11-05T15-30-22,LA,Iberia,22045,19511,9504,316,100.00,100.00
2024-11-05T15-30-22,LA,Iberville,22047,7616,7503,235,100.00,100.00
2024-11-05T15-30-22,LA,Jackson,22049,5291,1852,83,100.00,100.00
2024-11-05T15-30-22,LA,Jefferson,22051,98810,75731,3664,100.00,100.00
2024-11-05T15-30-22,LA,Jeff Davis,22053,11478,2699,181,100.00,100.00
2024-11-05T15-30-22,LA,Lafayette,22055,72007,37170,1909,100.00,100.00
2024-11-05T15-30-22,LA,Lafourche,22057,34461,7864,520,100.00,100.00
2024-11-05T15-30-22,LA,LaSalle,22059,6023,546,51,100.00,100.00
2024-11-05T15-30-22,LA,Lincoln,22061,11248,6627,282,100.00,100.00
2024-11-05T15-30-22,LA,Livingston,22063,55101,9965,840,100.00,100.00
2024-11-05T15-30-22,LA,Madison,22065,1846,2094,52,100.00,100.00
2024-11-05T15-30-22,LA,Morehouse,22067,5961,4008,128,100.00,100.00
2024-11-05T15-30-22,LA,Natchitoches,22069,9100,5740,200,100.00,100.00
2024-11-05T15-30-22,LA,Orleans,22071,24119,130749,4262,100.00,100.00
2024-11-05T15-30-22,LA,Ouachita,22073,40808,22845,783,100.00,100.00
2024-11-05T15-30-22,LA,Plaquemines,22075,6803,3023,119,100.00,100.00
2024-11-05T15-30-22,LA,Pointe Coupee,22077,7319,4132,119,100.00,100.00
2024-11-05T15-30-22,LA,Rapides,22079,36171,16537,687,100.00,100.00
2024-11-05T15-30-22,LA,Red River,22081,2337,1321,67,100.00,100.00
2024-11-05T15-30-22,LA,Richland,22083,6354,2732,107,100.00,100.00
2024-11-05T15-30-22,LA,Sabine,22085,8613,1488,69,100.00,100.00
2024-11-05T15-30-22,LA,St. Bernard,22087,11033,5967,292,100.00,100.00
2024-11-05T15-30-22,LA,St. Charles,22089,17443,8812,430,100.00,100.00
2024-11-05T15-30-22,LA,St. Helena,22091,2804,2848,93,100.00,100.00
2024-11-05T15-30-22,LA,St. James,22093,5902,5792,95,100.00,100.00
2024-11-05T15-30-22,LA,St. John the Baptist,22095,6557,12043,227,100.00,100.00
2024-11-05T15-30-22,LA,St. Landry,22097,21812,14833,398,100.00,100.00
2024-11-05T15-30-22,LA,St. Martin,22099,17466,7284,256,100.00,100.00
2024-11-05T15-30-22,LA,St. Mary,22101,13671,7011,215,100.00,100.00
2024-11-05T15-30-22,LA,St. Tammany,22103,98377,37777,2230,100.00,100.00
2024-11-05T15-30-22,LA,Tangipahoa,22105,37500,16886,718,100.00,100.00
2024-11-05T15-30-22,LA,Tensas,22107,1093,1002,33,100.00,100.00
2024-11-05T15-30-22,LA,Terrebonne,22109,31115,9702,510,100.00,100.00
2024-11-05T15-30-22,LA,Union,22111,8176,2206,93,100.00,100.00
2024-11-05T15-30-22,LA,Vermilion,22113,21510,4637,282,100.00,100.00
2024-11-05T15-30-22,LA,Vernon,22115,13474,2513,162,100.00,100.00
2024-11-05T15-30-22,LA,Washington,22117,12846,5411,198,100.00,100.00
2024-11-05T15-30-22,LA,Webster,22119,10965,5053,187,100.00,100.00
2024-11-05T15-30-22,LA,West Baton Rouge,22121,7627,6008,201,100.00,100.00
2024-11-05T15-30-22,LA,West Carroll,22123,3986,578,39,100.00,100.00
2024-11-05T15-30-22,LA,West Feliciana,22125,3923,2004,81,100.00,100.00
2024-11-05T15-30-22,LA,Winn,22127,4437,1292,52,100.00,100.00
